GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
310M300US12980,12980,"Battle Creek, MI Metro Area",19627,1904,35980,3530,58096,4925,92719,6394,153808,16629
310M300US13020,13020,"Bay City, MI Metro Area",20072,3388,35790,1769,55468,5230,95019,7172,140478,4544
310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",19040,1631,37687,2128,65046,4495,104010,5315,180212,11180
310M300US13220,13220,"Beckley, WV Metro Area",17492,2482,34325,3247,56997,3354,85176,3572,141333,11609
310M300US13380,13380,"Bellingham, WA Metro Area",23259,2987,45214,4330,70266,5265,107718,6704,176735,10720
310M300US13460,13460,"Bend-Redmond, OR Metro Area",30141,3385,50259,4392,73462,3254,109903,5014,187311,21495
310M300US13740,13740,"Billings, MT Metro Area",26785,1873,46929,1994,71336,2478,107783,5426,195946,6219
310M300US13780,13780,"Binghamton, NY Metro Area",20572,1190,39610,3254,63125,3899,99201,3499,170390,9638
310M300US13820,13820,"Birmingham-Hoover, AL Metro Area",21010,882,40835,926,66842,1489,103577,1914,190607,8341
310M300US13900,13900,"Bismarck, ND Metro Area",30082,2526,52412,3679,81580,2457,120592,4531,209659,12327
310M300US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",18916,2225,39893,3943,61147,3743,95662,5267,190673,32435
310M300US14010,14010,"Bloomington, IL Metro Area",26699,1974,50253,3005,77048,3131,125547,6643,206431,14333
310M300US14020,14020,"Bloomington, IN Metro Area",16699,1080,36034,1610,57563,2463,91447,5703,181142,29284
310M300US14100,14100,"Bloomsburg-Berwick, PA Metro Area",21300,1964,39516,3015,62037,3071,99276,5289,168409,13625
310M300US14260,14260,"Boise City, ID Metro Area",24162,1611,44217,2389,66668,1565,103466,3331,179149,11238
310M300US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",31367,562,64209,1320,102766,1368,162516,1892,,
310M300US14500,14500,"Boulder, CO Metro Area",29589,2144,56032,1861,95990,2685,155144,6963,,
310M300US14540,14540,"Bowling Green, KY Metro Area",20334,1384,35648,2152,54399,2225,87431,7147,161106,30072
310M300US14740,14740,"Bremerton-Silverdale, WA Metro Area",30877,1665,55797,2938,82190,3706,121143,2611,202584,15296
310M300US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",34119,1587,67975,2618,114247,3387,193747,6369,,
310M300US15180,15180,"Brownsville-Harlingen, TX Metro Area",13694,1411,27143,1595,47578,2506,75928,3173,142225,11824
310M300US15260,15260,"Brunswick, GA Metro Area",18647,2992,35669,3520,55887,5643,88458,9722,157403,16480
310M300US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",21136,835,41286,909,68683,1843,106668,2728,184777,4296
310M300US15500,15500,"Burlington, NC Metro Area",20284,2276,37362,1649,56639,4936,93743,7020,153113,11388
310M300US15540,15540,"Burlington-South Burlington, VT Metro Area",28995,3286,53270,2580,81930,3007,124315,5933,222582,20107
310M300US15680,15680,"California-Lexington Park, MD Metro Area",33529,4615,62514,6666,99353,7915,136898,10636,212980,18140
310M300US15940,15940,"Canton-Massillon, OH Metro Area",23780,1312,41578,1031,62392,2533,95613,2492,157322,5268
